Freq.	S11(v1)	S21(v1)
5.81981981981979e+07	-2.53293681953057e-01,-5.85095830350955e-02	1.59243928336391e-01,-9.23625327105089e-01
5.82882882882880e+07	-2.52593293840910e-01,-5.77661876294256e-02	1.57035558346420e-01,-9.24178874618155e-01
5.83783783783781e+07	-2.51884906729899e-01,-5.70246565771516e-02	1.54822240301995e-01,-9.24728402681035e-01
5.84684684684682e+07	-2.51168502989419e-01,-5.62850397651493e-02	1.52603955550327e-01,-9.25273874123335e-01
5.85585585585582e+07	-2.50444065155345e-01,-5.55473874623340e-02	1.50380685579600e-01,-9.25815251358863e-01
5.86486486486483e+07	-2.49711575934261e-01,-5.48117503218532e-02	1.48152412023499e-01,-9.26352496383686e-01
5.87387387387384e+07	-2.48971018207832e-01,-5.40781793831624e-02	1.45919116665699e-01,-9.26885570774254e-01
5.88288288288285e+07	-2.48222375037156e-01,-5.33467260741576e-02	1.43680781444500e-01,-9.27414435685495e-01
5.89189189189186e+07	-2.47465629667224e-01,-5.26174422132886e-02	1.41437388457512e-01,-9.27939051848968e-01
5.90090090090087e+07	-2.46700765531475e-01,-5.18903800115495e-02	1.39188919966316e-01,-9.28459379571043e-01
5.90990990990988e+07	-2.45927766256340e-01,-5.11655920745769e-02	1.36935358401315e-01,-9.28975378731079e-01
5.91891891891889e+07	-2.45146615665917e-01,-5.04431314046652e-02	1.34676686366576e-01,-9.29487008779657e-01
5.92792792792789e+07	-2.44357297786702e-01,-4.97230514026568e-02	1.32412886644670e-01,-9.29994228736826e-01
5.93693693693690e+07	-2.43559796852338e-01,-4.90054058700582e-02	1.30143942201776e-01,-9.30496997190377e-01
5.94594594594591e+07	-2.42754097308511e-01,-4.82902490108206e-02	1.27869836192600e-01,-9.30995272294159e-01
5.95495495495492e+07	-2.41940183817848e-01,-4.75776354333170e-02	1.25590551965540e-01,-9.31489011766411e-01
5.96396396396393e+07	-2.41118041264913e-01,-4.68676201521932e-02	1.23306073067839e-01,-9.31978172888132e-01
5.97297297297294e+07	-2.40287654761279e-01,-4.61602585901968e-02	1.21016383250808e-01,-9.32462712501499e-01
5.98198198198195e+07	-2.39449009650638e-01,-4.54556065799932e-02	1.18721466475139e-01,-9.32942587008286e-01
5.99099099099096e+07	-2.38602091514001e-01,-4.47537203659369e-02	1.16421306916266e-01,-9.33417752368340e-01
5.99999999999997e+07	-2.37746886174994e-01,-4.40546566057726e-02	1.14115888969759e-01,-9.33888164098109e-01
6.00900900900897e+07	-2.36883379705158e-01,-4.33584723723806e-02	1.11805197256869e-01,-9.34353777269167e-01
6.01801801801798e+07	-2.36011558429394e-01,-4.26652251553891e-02	1.09489216630041e-01,-9.34814546506813e-01
6.02702702702699e+07	-2.35131408931420e-01,-4.19749728628164e-02	1.07167932178563e-01,-9.35270425988691e-01
6.03603603603600e+07	-2.34242918059330e-01,-4.12877738226780e-02	1.04841329234279e-01,-9.35721369443463e-01
6.04504504504501e+07	-2.33346072931220e-01,-4.06036867844601e-02	1.02509393377303e-01,-9.36167330149509e-01
6.05405405405402e+07	-2.32440860940886e-01,-3.99227709206712e-02	1.00172110441886e-01,-9.36608260933694e-01
6.06306306306303e+07	-2.31527269763595e-01,-3.92450858282615e-02	9.78294665222954e-02,-9.37044114170160e-01
6.07207207207204e+07	-2.30605287361908e-01,-3.85706915300469e-02	9.54814479787901e-02,-9.37474841779165e-01
6.08108108108105e+07	-2.29674901991624e-01,-3.78996484760190e-02	9.31280414436154e-02,-9.37900395225987e-01
6.09009009009005e+07	-2.28736102207740e-01,-3.72320175447358e-02	9.07692338271738e-02,-9.38320725519860e-01
6.09909909909906e+07	-2.27788876870520e-01,-3.65678600445324e-02	8.84050123241543e-02,-9.38735783212963e-01
6.10810810810807e+07	-2.26833215151645e-01,-3.59072377146805e-02	8.60353644197305e-02,-9.39145518399474e-01
6.11711711711708e+07	-2.25869106540391e-01,-3.52502127266605e-02	8.36602778959698e-02,-9.39549880714658e-01
6.12612612612609e+07	-2.24896540849941e-01,-3.45968476851405e-02	8.12797408381068e-02,-9.39948819334026e-01
6.13513513513510e+07	-2.23915508223719e-01,-3.39472056290969e-02	7.88937416410572e-02,-9.40342282972535e-01
6.14414414414411e+07	-2.22925999141841e-01,-3.33013500327893e-02	7.65022690159212e-02,-9.40730219883870e-01
