Freq.	-V(reflectedwaveover20)/V(minusincidentwaveover20)
7.18841884188403e+07	6.63508286355125e-01,-1.45015021573795e-01
7.18901890189003e+07	6.63505622530302e-01,-1.45027301546255e-01
7.18961896189603e+07	6.63502958486391e-01,-1.45039581439778e-01
7.19021902190203e+07	6.63500294223395e-01,-1.45051861254368e-01
7.19081908190803e+07	6.63497629741312e-01,-1.45064140990027e-01
7.19141914191403e+07	6.63494965040145e-01,-1.45076420646761e-01
7.19201920192003e+07	6.63492300119895e-01,-1.45088700224572e-01
7.19261926192603e+07	6.63489634980563e-01,-1.45100979723466e-01
7.19321932193203e+07	6.63486969622149e-01,-1.45113259143443e-01
7.19381938193803e+07	6.63484304044654e-01,-1.45125538484510e-01
7.19441944194403e+07	6.63481638248078e-01,-1.45137817746669e-01
7.19501950195003e+07	6.63478972232425e-01,-1.45150096929923e-01
7.19561956195603e+07	6.63476305997693e-01,-1.45162376034279e-01
7.19621962196203e+07	6.63473639543885e-01,-1.45174655059738e-01
7.19681968196803e+07	6.63470972871000e-01,-1.45186934006304e-01
7.19741974197403e+07	6.63468305979040e-01,-1.45199212873981e-01
7.19801980198003e+07	6.63465638868006e-01,-1.45211491662772e-01
7.19861986198603e+07	6.63462971537898e-01,-1.45223770372682e-01
7.19921992199203e+07	6.63460303988719e-01,-1.45236049003714e-01
7.19981998199803e+07	6.63457636220468e-01,-1.45248327555871e-01
7.20042004200403e+07	6.63454968233146e-01,-1.45260606029158e-01
7.20102010201003e+07	6.63452300026755e-01,-1.45272884423579e-01
7.20162016201603e+07	6.63449631601296e-01,-1.45285162739135e-01
7.20222022202203e+07	6.63446962956768e-01,-1.45297440975833e-01
7.20282028202803e+07	6.63444294093174e-01,-1.45309719133675e-01
7.20342034203403e+07	6.63441625010514e-01,-1.45321997212664e-01
7.20402040204003e+07	6.63438955708789e-01,-1.45334275212805e-01
7.20462046204603e+07	6.63436286188001e-01,-1.45346553134100e-01
7.20522052205203e+07	6.63433616448148e-01,-1.45358830976554e-01
7.20582058205803e+07	6.63430946489234e-01,-1.45371108740171e-01
7.20642064206403e+07	6.63428276311259e-01,-1.45383386424955e-01
7.20702070207004e+07	6.63425605914224e-01,-1.45395664030907e-01
7.20762076207604e+07	6.63422935298129e-01,-1.45407941558033e-01
7.20822082208204e+07	6.63420264462976e-01,-1.45420219006337e-01
7.20882088208804e+07	6.63417593408766e-01,-1.45432496375820e-01
7.20942094209404e+07	6.63414922135499e-01,-1.45444773666489e-01
7.21002100210004e+07	6.63412250643177e-01,-1.45457050878345e-01
7.21062106210604e+07	6.63409578931798e-01,-1.45469328011393e-01
7.21122112211204e+07	6.63406907001368e-01,-1.45481605065637e-01
7.21182118211804e+07	6.63404234851885e-01,-1.45493882041078e-01
7.21242124212404e+07	6.63401562483350e-01,-1.45506158937722e-01
7.21302130213004e+07	6.63398889895763e-01,-1.45518435755573e-01
7.21362136213604e+07	6.63396217089127e-01,-1.45530712494634e-01
7.21422142214204e+07	6.63393544063441e-01,-1.45542989154907e-01
7.21482148214804e+07	6.63390870818708e-01,-1.45555265736398e-01
7.21542154215404e+07	6.63388197354927e-01,-1.45567542239110e-01
7.21602160216004e+07	6.63385523672101e-01,-1.45579818663045e-01
7.21662166216604e+07	6.63382849770228e-01,-1.45592095008209e-01
7.21722172217204e+07	6.63380175649311e-01,-1.45604371274604e-01
7.21782178217804e+07	6.63377501309351e-01,-1.45616647462233e-01
7.21842184218404e+07	6.63374826750349e-01,-1.45628923571103e-01
